"Date","Price","Open","High","Low","Vol.","Change %"
"06/08/2023","34,072.78","33,653.78","34,072.78","32,863.10","","1.25%"
"06/07/2023","33,653.78","33,925.19","34,247.32","33,195.39","","-0.80%"
"06/06/2023","33,925.19","33,282.75","34,159.90","33,143.71","","1.93%"
"06/05/2023","33,282.75","33,729.32","33,761.39","33,271.76","","-1.32%"
"06/02/2023","33,729.32","33,039.73","33,844.31","33,039.73","","2.09%"
"06/01/2023","33,039.73","33,362.96","33,538.65","32,751.97","","-0.97%"
"05/31/2023","33,362.96","32,545.17","33,362.96","32,545.17","","2.51%"
"05/30/2023","32,545.17","32,882.82","32,939.22","32,221.43","","-1.03%"
"05/29/2023","32,882.82","32,883.88","32,966.98","32,784.75","","0.00%"
"05/26/2023","32,883.88","31,884.43","32,883.88","31,839.73","","3.13%"
"05/25/2023","31,884.43","32,105.18","32,116.41","31,730.58","","-0.69%"
"05/24/2023","32,105.18","32,331.21","32,331.21","31,710.81","","-0.70%"
"05/23/2023","32,331.21","31,919.92","32,355.35","31,919.92","","1.29%"
"05/19/2023","31,919.92","31,785.42","31,986.80","31,385.41","","0.42%"
"05/18/2023","31,785.42","32,007.49","32,007.49","31,091.89","","-0.69%"
"05/17/2023","32,007.49","32,333.19","32,604.79","31,689.36","","-1.01%"
"05/16/2023","32,333.19","33,033.13","33,046.32","32,283.45","","-2.12%"
"05/15/2023","33,033.13","33,272.05","33,358.77","33,033.13","","-0.72%"
"05/12/2023","33,272.05","34,108.56","34,165.72","32,786.94","","-2.45%"
"05/11/2023","34,108.56","33,866.58","34,769.98","33,866.58","","0.71%"
"05/10/2023","33,866.58","33,835.47","33,975.68","33,835.47","","0.09%"
"05/09/2023","33,835.47","34,069.34","34,325.20","33,835.47","","-0.69%"
"05/08/2023","34,069.34","32,508.21","34,099.77","32,508.21","","4.80%"
"05/05/2023","32,508.21","31,885.05","32,520.84","31,883.35","","1.95%"
"05/04/2023","31,885.05","31,873.79","31,946.48","31,551.39","","0.04%"
"05/03/2023","31,873.79","31,610.62","31,873.79","31,535.91","","0.83%"
"05/02/2023","31,610.62","30,682.11","31,610.62","30,682.11","","3.03%"
"04/28/2023","30,682.11","30,460.62","30,791.88","30,460.62","","0.73%"
"04/27/2023","30,460.62","30,256.67","30,672.02","29,783.50","","0.67%"
"04/26/2023","30,256.67","29,986.42","30,280.72","29,757.31","","0.84%"
"04/25/2023","30,005.99","29,782.84","30,120.25","29,724.05","","0.75%"
"04/24/2023","29,782.84","29,556.30","29,965.75","29,514.36","","0.77%"
"04/21/2023","29,556.30","28,506.74","29,556.30","28,506.74","","3.67%"
"04/20/2023","28,508.77","28,377.87","28,611.67","28,377.87","","0.46%"
"04/18/2023","28,377.87","28,289.42","28,613.17","28,279.23","","0.31%"
"04/17/2023","28,289.42","28,114.73","28,678.74","28,088.27","","0.62%"
"04/14/2023","28,114.73","28,615.27","28,615.27","28,114.73","","-1.75%"
"04/13/2023","28,615.27","28,600.16","28,802.54","28,515.66","","0.05%"
"04/12/2023","28,600.16","28,965.82","29,391.74","28,597.97","","-1.26%"
"04/11/2023","28,965.82","28,575.85","28,995.10","28,568.86","","1.36%"
"04/10/2023","28,575.85","29,088.16","29,157.20","28,575.85","","-1.76%"
"04/05/2023","29,088.16","28,876.78","29,703.56","28,876.78","","0.73%"
"04/04/2023","28,876.78","28,695.26","29,153.29","28,695.26","","0.63%"
"04/03/2023","28,695.26","29,025.46","29,240.44","28,028.59","","-1.14%"
"03/31/2023","29,025.46","29,483.10","29,495.60","28,788.90","","-1.55%"
"03/30/2023","29,483.10","29,038.63","29,535.67","28,818.59","","1.53%"
"03/29/2023","29,038.63","29,030.16","29,090.19","28,759.16","","0.03%"
"03/28/2023","29,030.16","28,946.24","29,582.57","28,946.24","","0.29%"
"03/27/2023","28,946.24","29,098.65","29,645.66","28,911.29","","-0.52%"
"03/24/2023","29,098.65","28,837.32","29,110.50","28,830.56","","0.91%"
"03/23/2023","28,837.32","28,842.10","29,074.78","28,741.55","","-0.02%"
"03/22/2023","28,842.10","29,479.16","29,653.48","28,826.93","","-2.16%"
"03/21/2023","29,479.16","29,513.85","29,513.85","29,338.98","","-0.12%"
"03/20/2023","29,513.85","28,833.84","29,566.07","28,716.59","","2.36%"
"03/17/2023","28,833.84","29,364.89","29,414.69","28,763.66","","-1.81%"
"03/16/2023","29,364.89","29,762.34","30,117.27","29,359.29","","-1.34%"
"03/15/2023","29,762.34","30,166.35","30,236.85","29,762.34","","-1.34%"
"03/14/2023","30,166.35","29,998.04","30,336.16","29,975.78","","0.56%"
"03/13/2023","29,998.04","29,088.04","30,420.54","29,085.83","","3.13%"
"03/10/2023","29,088.04","28,701.60","29,404.65","28,701.60","","1.35%"
"03/09/2023","28,701.60","28,717.55","29,033.76","28,577.08","","-0.06%"
"03/08/2023","28,717.55","28,791.45","28,872.81","28,717.55","","-0.26%"
"03/07/2023","28,791.45","28,767.34","28,791.45","28,613.44","","0.08%"
"03/06/2023","28,767.34","29,035.80","29,069.83","28,068.31","","-0.92%"
"03/03/2023","29,035.80","29,023.45","29,074.98","28,823.60","","0.04%"
"03/02/2023","29,023.45","29,161.04","29,231.61","29,013.95","","-0.47%"
"03/01/2023","29,161.04","29,202.38","29,419.85","29,042.90","","-0.14%"
"02/28/2023","29,202.38","29,422.07","29,683.37","29,202.38","","-0.75%"
"02/27/2023","29,422.07","28,770.96","29,671.11","28,770.96","","2.26%"
"02/24/2023","28,770.96","28,106.17","28,773.29","28,106.17","","2.37%"
"02/23/2023","28,106.17","28,174.41","28,174.41","27,914.13","","-0.24%"
"02/22/2023","28,174.41","27,860.01","28,199.31","27,860.01","","1.13%"
"02/17/2023","27,860.01","27,872.43","27,895.04","27,695.69","","-0.04%"
"02/16/2023","27,872.43","27,823.74","27,978.36","27,770.28","","0.17%"
"02/15/2023","27,823.74","27,491.28","28,037.67","27,491.28","","1.21%"
"02/14/2023","27,491.28","26,525.37","27,522.96","26,496.67","","3.64%"
"02/13/2023","26,525.37","26,559.01","26,920.35","26,391.73","","-0.13%"
"02/10/2023","26,559.01","26,574.12","26,941.52","26,461.91","","-0.06%"
"02/09/2023","26,574.12","26,698.16","26,877.59","26,564.37","","-0.46%"
"02/08/2023","26,698.16","26,574.18","26,898.88","26,574.18","","0.47%"
"02/07/2023","26,574.18","26,511.06","26,919.22","26,511.06","","0.24%"
"02/06/2023","26,511.06","26,010.18","26,842.34","26,009.96","","1.93%"
"02/03/2023","26,009.96","25,378.93","26,009.96","25,378.93","","2.49%"
"02/02/2023","25,378.93","25,158.00","25,437.58","24,995.56","","0.88%"
"02/01/2023","25,158.00","24,716.59","25,159.12","24,494.52","","1.79%"
"01/31/2023","24,716.59","23,926.30","24,716.59","23,919.06","","3.30%"
"01/30/2023","23,926.30","23,820.60","23,927.70","23,491.51","","0.44%"
"01/27/2023","23,820.60","23,421.26","24,212.37","23,414.02","","1.71%"
"01/26/2023","23,421.26","22,553.61","23,421.26","22,521.83","","3.85%"
"01/25/2023","22,553.61","22,376.95","22,775.89","22,302.23","","0.79%"
"01/24/2023","22,376.95","22,175.86","22,405.43","22,125.65","","0.91%"
"01/23/2023","22,175.86","22,431.53","22,755.98","22,017.88","","-1.14%"
"01/20/2023","22,431.53","21,955.85","22,431.53","21,885.10","","2.17%"
"01/19/2023","21,955.85","21,575.80","21,955.85","21,575.80","","1.76%"
"01/18/2023","21,575.80","20,942.68","21,604.22","20,942.68","","3.02%"
"01/17/2023","20,942.68","20,287.79","20,942.68","20,287.79","","3.23%"
"01/16/2023","20,287.79","20,236.75","20,287.79","19,557.60","","0.25%"
"01/13/2023","20,236.75","19,514.88","20,236.75","19,514.88","","3.70%"
"01/12/2023","19,514.88","19,619.83","19,700.08","19,380.32","","-0.53%"
"01/11/2023","19,619.83","19,999.84","19,999.84","19,518.87","","-1.90%"
"01/10/2023","19,999.84","19,850.96","20,032.42","19,719.72","","0.75%"
"01/06/2023","19,850.96","20,747.40","20,747.40","19,850.96","","-4.32%"
"01/05/2023","20,747.40","19,910.71","20,747.40","19,884.60","","4.11%"
"01/04/2023","19,927.69","20,658.15","20,858.29","19,836.83","","-3.54%"
"01/03/2023","20,658.15","20,907.62","20,907.62","20,653.91","","-1.19%"
"01/02/2023","20,907.62","20,947.68","20,971.75","20,907.62","","-0.19%"
"12/30/2022","20,947.68","19,264.63","21,110.48","19,264.63","","8.74%"
"12/29/2022","19,264.63","18,841.43","19,284.10","18,841.43","","2.25%"
"12/28/2022","18,841.43","17,911.42","19,274.53","17,911.42","","5.19%"
"12/27/2022","17,911.42","16,485.16","17,911.42","16,485.16","","8.65%"
"12/26/2022","16,485.16","15,854.19","16,486.13","15,850.90","","3.98%"
"12/23/2022","15,854.19","16,014.76","16,136.10","15,781.03","","-1.00%"
"12/22/2022","16,014.76","16,142.10","16,184.47","16,003.46","","-0.79%"
"12/21/2022","16,142.10","16,421.18","16,421.18","16,020.03","","-1.70%"
"12/20/2022","16,421.18","16,635.30","16,635.61","16,421.18","","-1.29%"
"12/19/2022","16,635.30","16,531.39","16,826.89","16,531.39","","0.63%"
"12/16/2022","16,531.39","16,448.41","16,610.39","16,448.41","","0.50%"
"12/15/2022","16,448.41","16,165.55","16,491.37","16,136.57","","1.75%"
"12/14/2022","16,165.55","16,198.55","16,201.91","15,959.05","","-0.20%"
"12/13/2022","16,198.55","16,462.52","16,722.81","16,065.79","","-1.60%"
"12/09/2022","16,462.52","15,989.25","16,462.52","15,923.40","","2.96%"
"12/08/2022","15,989.25","16,274.28","16,274.28","15,989.25","","-1.75%"
"12/07/2022","16,274.28","16,114.48","16,329.54","16,098.54","","0.99%"
"12/06/2022","16,114.48","16,098.13","16,374.38","16,098.13","","0.10%"
"12/05/2022","16,098.13","15,324.54","16,105.20","15,324.54","","5.05%"
"12/02/2022","15,324.54","15,188.30","15,324.54","15,146.83","","0.90%"
"12/01/2022","15,188.30","14,696.26","15,199.21","14,696.26","","3.35%"
"11/30/2022","14,696.26","14,152.46","14,696.26","14,152.46","","3.84%"
"11/29/2022","14,152.46","13,808.47","14,360.52","13,808.47","","2.49%"
"11/28/2022","13,808.47","13,310.51","13,808.47","13,310.51","","3.74%"
"11/25/2022","13,310.51","12,944.63","13,310.98","12,944.63","","2.83%"
"11/24/2022","12,944.63","12,581.21","12,944.63","12,581.21","","2.89%"
"11/23/2022","12,581.21","12,144.51","12,762.94","12,144.51","","3.60%"
"11/22/2022","12,144.51","11,137.53","12,145.12","11,137.53","","9.04%"
"11/18/2022","11,137.53","11,026.71","11,169.06","11,005.53","","1.01%"
"11/17/2022","11,026.71","10,810.86","11,026.71","10,810.86","","2.00%"
"11/16/2022","10,810.86","10,647.05","10,835.98","10,647.05","","1.54%"
"11/15/2022","10,647.05","10,545.88","10,688.22","10,467.12","","0.96%"
"11/14/2022","10,545.88","10,175.85","10,545.91","10,175.85","","3.64%"
"11/11/2022","10,175.85","9,394.72","10,175.85","9,394.72","","8.31%"
"11/10/2022","9,394.72","9,281.77","9,394.72","9,234.03","","1.22%"
"11/09/2022","9,281.77","9,179.70","9,307.66","9,172.38","","1.11%"
"11/08/2022","9,179.70","9,129.94","9,184.10","9,123.31","","0.55%"
"11/07/2022","9,129.94","9,068.13","9,145.83","9,068.13","","0.68%"
"11/04/2022","9,068.13","8,980.36","9,084.85","8,891.26","","0.98%"
"11/03/2022","8,980.36","8,972.30","9,010.44","8,910.52","","0.09%"
"11/02/2022","8,972.30","8,806.66","8,994.89","8,762.00","","1.88%"
"11/01/2022","8,806.66","9,101.52","9,126.59","8,806.66","","-3.24%"
"10/28/2022","9,101.52","9,170.69","9,183.41","9,085.58","","-0.75%"
"10/27/2022","9,170.69","8,955.99","9,170.69","8,938.99","","2.40%"
"10/26/2022","8,955.99","8,883.60","8,967.29","8,883.03","","0.81%"
"10/25/2022","8,883.60","8,843.24","8,988.02","8,768.52","","0.46%"
"10/21/2022","8,843.17","8,866.75","8,869.49","8,821.02","","-0.27%"
"10/20/2022","8,866.75","8,889.70","9,029.08","8,862.43","","-0.26%"
"10/19/2022","8,889.70","8,969.90","8,969.90","8,868.75","","-0.89%"
"10/18/2022","8,969.90","9,240.91","9,240.91","8,966.22","","-2.93%"
"10/17/2022","9,240.91","9,267.72","9,332.44","9,062.81","","-0.29%"
"10/14/2022","9,267.72","9,378.74","9,398.61","9,133.87","","-1.18%"
"10/13/2022","9,378.74","9,424.83","9,424.83","9,367.93","","-0.49%"
"10/11/2022","9,424.83","9,284.47","9,465.90","9,284.47","","1.51%"
"10/10/2022","9,284.47","8,935.03","9,321.72","8,935.03","","3.91%"
"10/07/2022","8,935.03","8,518.12","8,935.03","8,518.12","","4.89%"
"10/06/2022","8,518.12","8,648.35","8,658.31","8,425.09","","-1.51%"
"10/05/2022","8,648.35","8,625.28","8,762.06","8,575.86","","0.27%"
"10/04/2022","8,625.28","8,689.58","8,781.49","8,625.28","","-0.74%"
"10/03/2022","8,689.58","8,680.79","8,689.96","8,646.62","","0.10%"
"09/30/2022","8,680.79","8,698.96","8,784.06","8,673.77","","-0.21%"
"09/29/2022","8,698.96","8,621.65","8,753.15","8,621.65","","0.90%"
"09/28/2022","8,621.65","8,589.65","8,621.65","8,567.79","","0.37%"
"09/27/2022","8,589.65","8,795.59","8,795.59","8,589.65","","-2.34%"
"09/26/2022","8,795.59","8,815.84","8,873.83","8,795.59","","-0.23%"
"09/23/2022","8,815.84","8,602.77","8,846.40","8,602.77","","2.48%"
"09/22/2022","8,602.77","8,688.99","8,690.75","8,542.20","","-0.99%"
"09/21/2022","8,688.99","8,734.56","8,746.56","8,670.13","","-0.52%"
"09/20/2022","8,734.56","8,734.83","8,785.23","8,647.57","","0.00%"
"09/19/2022","8,734.83","8,622.11","8,769.39","8,622.11","","1.31%"
"09/16/2022","8,622.11","8,600.63","8,677.39","8,507.09","","0.25%"
"09/15/2022","8,600.63","8,543.44","8,698.38","8,543.44","","0.67%"
"09/14/2022","8,543.44","8,517.34","8,549.04","8,447.60","","0.31%"
"09/13/2022","8,517.34","8,599.53","8,599.53","8,483.40","","-0.96%"
"09/12/2022","8,599.53","8,727.34","8,769.68","8,599.53","","-1.46%"
"09/09/2022","8,727.34","8,856.25","8,856.25","8,700.95","","-2.53%"
"09/07/2022","8,953.47","8,982.34","9,117.37","8,921.15","","-0.32%"
"09/06/2022","8,982.34","9,047.30","9,089.45","8,540.85","","-0.72%"
"09/05/2022","9,047.30","9,253.14","9,351.21","9,047.30","","-2.22%"
"09/02/2022","9,253.06","9,294.51","9,294.51","9,134.11","","-0.45%"
"09/01/2022","9,294.51","9,319.51","9,334.71","9,158.30","","-0.27%"
"08/31/2022","9,319.51","9,324.64","9,324.64","9,169.06","","-0.06%"
"08/30/2022","9,324.64","9,304.64","9,330.24","9,228.62","","0.21%"
"08/29/2022","9,304.64","9,701.14","9,701.14","9,227.12","","-4.09%"
"08/26/2022","9,701.14","9,555.20","9,782.85","9,555.20","","1.53%"
"08/25/2022","9,555.20","8,490.53","9,581.03","8,490.53","","12.54%"
"08/24/2022","8,490.53","7,606.14","8,492.98","7,598.79","","11.63%"
"08/23/2022","7,606.14","7,473.49","7,606.14","7,375.65","","1.77%"
"08/22/2022","7,473.49","7,436.84","7,477.81","7,390.26","","0.49%"
"08/19/2022","7,436.84","7,384.97","7,462.64","7,359.21","","0.70%"
"08/18/2022","7,384.97","7,216.00","7,384.97","7,186.03","","2.34%"
"08/17/2022","7,216.00","7,346.07","7,399.66","7,216.00","","-1.77%"
"08/16/2022","7,346.07","7,397.45","7,397.45","7,333.41","","-0.69%"
"08/12/2022","7,397.45","7,281.07","7,397.45","7,281.07","","1.60%"
"08/11/2022","7,281.07","7,290.12","7,333.03","7,275.47","","-0.12%"
"08/10/2022","7,290.12","7,261.15","7,318.74","7,261.15","","0.40%"
"08/09/2022","7,261.15","7,243.33","7,305.94","7,235.43","","0.25%"
"08/08/2022","7,243.33","7,208.28","7,260.48","7,208.28","","0.49%"
"08/05/2022","7,208.28","7,135.28","7,220.31","7,135.28","","1.02%"
"08/04/2022","7,135.28","7,119.60","7,194.70","7,117.11","","0.22%"
"08/03/2022","7,119.60","7,335.06","7,411.05","7,099.79","","-2.94%"
"08/02/2022","7,335.06","7,379.47","7,380.88","7,291.70","","-0.60%"
"08/01/2022","7,379.47","7,381.94","7,401.59","7,342.19","","-0.03%"
"07/29/2022","7,381.94","7,436.54","7,436.54","7,374.74","","-0.73%"
"07/28/2022","7,436.54","7,520.39","7,520.39","7,428.81","","-1.11%"
"07/27/2022","7,520.39","7,519.17","7,569.10","7,410.06","","0.02%"
"07/26/2022","7,519.17","7,543.33","7,543.64","7,517.07","","-0.32%"
"07/25/2022","7,543.33","7,609.45","7,609.45","7,455.79","","-0.87%"
"07/22/2022","7,609.45","7,622.53","7,705.28","7,394.82","","-0.17%"
"07/21/2022","7,622.53","7,483.90","7,704.13","7,483.90","","1.85%"
"07/20/2022","7,483.90","7,445.50","7,504.74","7,438.07","","0.52%"
"07/19/2022","7,445.50","7,422.07","7,470.31","7,385.29","","0.32%"
"07/18/2022","7,422.07","6,996.97","7,427.05","6,992.65","","6.08%"
"07/15/2022","6,996.97","6,841.33","7,024.92","6,839.83","","2.27%"
"07/14/2022","6,841.33","6,771.28","6,841.33","6,738.65","","1.03%"
"07/13/2022","6,771.28","6,751.81","6,796.26","6,656.74","","0.29%"
"07/12/2022","6,751.81","6,671.09","6,751.81","6,565.94","","1.21%"
"07/11/2022","6,671.09","6,601.08","6,710.29","6,482.94","","1.06%"
"07/08/2022","6,601.03","6,542.83","6,657.80","6,479.71","","0.89%"
"07/07/2022","6,542.83","6,624.03","6,624.03","6,542.83","","-1.23%"
"07/06/2022","6,624.03","6,573.15","6,663.88","6,573.15","","0.77%"
"07/01/2022","6,573.15","6,614.90","6,621.60","6,530.93","","-0.63%"
"06/30/2022","6,614.90","6,704.77","6,818.09","6,614.90","","-1.34%"
"06/29/2022","6,704.77","6,662.39","6,707.33","6,656.43","","0.64%"
"06/28/2022","6,662.39","6,787.86","6,877.40","6,634.42","","-1.85%"
"06/27/2022","6,787.86","6,803.00","6,823.15","6,717.85","","-0.41%"
"06/23/2022","6,815.80","6,584.35","6,838.20","6,578.67","","3.52%"
"06/22/2022","6,584.35","6,395.10","6,584.35","6,376.36","","2.96%"
"06/21/2022","6,395.10","6,355.31","6,430.96","6,334.39","","0.63%"
"06/17/2022","6,355.31","6,223.55","6,355.31","6,223.55","","2.12%"
"06/16/2022","6,223.55","6,179.86","6,235.01","6,135.50","","0.71%"
"06/15/2022","6,179.86","6,246.05","6,251.73","6,162.20","","-1.06%"
"06/14/2022","6,246.05","6,219.40","6,250.09","6,219.40","","0.43%"
"06/10/2022","6,219.40","6,125.18","6,228.66","6,125.18","","1.54%"
"06/09/2022","6,125.18","6,136.89","6,139.80","6,050.70","","-0.19%"
"06/08/2022","6,136.89","6,274.97","6,280.64","6,069.65","","-2.20%"
"06/07/2022","6,274.97","6,205.87","6,274.97","6,198.33","","1.11%"
"06/06/2022","6,205.87","6,198.09","6,223.86","6,131.93","","0.13%"
"06/03/2022","6,198.09","6,063.89","6,198.09","6,062.52","","2.21%"
"06/02/2022","6,063.89","6,079.48","6,149.57","6,056.80","","-0.26%"
"06/01/2022","6,079.48","6,097.49","6,119.58","6,058.48","","-0.30%"
"05/31/2022","6,097.49","6,148.60","6,148.60","6,047.92","","-0.83%"
"05/27/2022","6,148.60","6,045.88","6,154.52","6,015.95","","1.70%"
"05/26/2022","6,045.88","6,147.42","6,203.50","6,012.19","","-1.65%"
"05/25/2022","6,147.42","6,308.65","6,402.26","6,146.85","","-2.55%"
"05/24/2022","6,308.60","6,320.61","6,402.22","6,308.60","","-0.19%"
"05/23/2022","6,320.61","6,224.58","6,326.19","6,224.58","","1.54%"
"05/20/2022","6,224.58","6,171.66","6,224.58","6,113.58","","0.86%"
"05/19/2022","6,171.66","6,112.76","6,177.04","6,112.76","","0.96%"
"05/18/2022","6,112.76","6,124.76","6,139.75","6,081.52","","-0.20%"
"05/17/2022","6,124.76","6,048.00","6,155.85","6,048.00","","1.27%"
"05/16/2022","6,048.00","5,899.63","6,048.00","5,891.52","","2.51%"
"05/13/2022","5,899.63","5,754.59","5,936.48","5,754.59","","2.52%"
"05/12/2022","5,754.59","5,651.69","5,755.72","5,624.67","","1.82%"
"05/11/2022","5,651.69","5,648.53","5,718.23","5,644.36","","0.06%"
"05/10/2022","5,648.53","5,682.14","5,682.14","5,555.84","","-0.59%"
"05/09/2022","5,682.09","5,705.80","5,708.41","5,640.02","","-0.42%"
"05/06/2022","5,705.80","5,698.17","5,715.02","5,666.62","","0.13%"
"05/05/2022","5,698.17","5,657.73","5,698.17","5,657.73","","0.71%"
"05/04/2022","5,657.73","5,660.01","5,677.01","5,646.41","","-0.04%"
"05/03/2022","5,660.01","5,659.05","5,703.89","5,643.35","","0.02%"
"05/02/2022","5,659.05","5,675.67","5,688.67","5,659.05","","-0.29%"
"04/29/2022","5,675.67","5,641.01","5,683.00","5,632.21","","0.61%"
"04/28/2022","5,641.01","5,637.92","5,731.28","5,561.77","","0.05%"
"04/27/2022","5,637.92","5,783.17","5,807.52","5,615.12","","-2.52%"
"04/26/2022","5,783.65","5,809.05","5,811.95","5,781.21","","-0.44%"
"04/25/2022","5,809.05","5,810.90","5,810.90","5,719.83","","-0.03%"
"04/22/2022","5,810.90","5,954.51","5,989.16","5,810.90","","-2.41%"
"04/21/2022","5,954.51","6,006.15","6,039.71","5,954.51","","-0.86%"
"04/20/2022","6,006.15","5,961.54","6,028.40","5,961.54","","0.75%"
"04/18/2022","5,961.54","5,951.31","5,961.54","5,847.52","","0.17%"
"04/13/2022","5,951.31","5,591.06","5,984.81","5,588.80","","6.44%"
"04/12/2022","5,591.06","5,414.03","5,637.91","5,387.15","","3.27%"
"04/11/2022","5,414.03","5,471.79","5,471.79","5,410.77","","-1.06%"
"04/08/2022","5,471.79","5,369.09","5,474.62","5,369.09","","1.91%"
"04/07/2022","5,369.09","5,451.45","5,462.63","5,366.85","","-1.51%"
"04/06/2022","5,451.45","5,525.30","5,578.18","5,444.52","","-1.34%"
"04/05/2022","5,525.30","5,369.52","5,525.30","5,369.52","","2.90%"
"04/04/2022","5,369.52","5,373.73","5,381.05","5,324.51","","-0.08%"
"04/01/2022","5,373.73","5,190.34","5,373.73","5,181.63","","3.53%"
"03/31/2022","5,190.34","5,181.58","5,196.31","5,169.40","","0.17%"
"03/30/2022","5,181.58","5,184.62","5,186.50","5,179.43","","-0.06%"
"03/29/2022","5,184.62","5,218.68","5,218.92","5,176.58","","-0.65%"
"03/28/2022","5,218.68","5,241.82","5,287.33","5,199.73","","-0.44%"
"03/25/2022","5,241.82","5,234.02","5,299.81","5,212.68","","0.15%"
"03/24/2022","5,234.02","5,198.41","5,278.30","5,198.41","","0.69%"
"03/23/2022","5,198.41","5,221.80","5,266.97","5,106.19","","-0.45%"
"03/22/2022","5,221.80","5,254.43","5,254.43","5,213.22","","-0.62%"
"03/21/2022","5,254.43","5,303.43","5,303.43","5,254.43","","-0.92%"
"03/18/2022","5,303.43","5,220.59","5,320.66","5,220.59","","1.59%"
"03/17/2022","5,220.59","5,232.03","5,272.15","5,203.73","","-0.22%"
"03/16/2022","5,231.99","5,212.77","5,232.46","5,154.48","","0.37%"
"03/15/2022","5,212.77","5,142.07","5,253.53","5,123.44","","1.37%"
"03/14/2022","5,142.07","5,252.64","5,264.89","5,137.78","","-2.11%"
"03/11/2022","5,252.64","5,098.80","5,263.72","5,098.80","","3.02%"
"03/10/2022","5,098.80","5,143.89","5,144.11","5,076.80","","-0.88%"
"03/09/2022","5,143.85","5,102.32","5,143.85","5,042.11","","0.81%"
"03/08/2022","5,102.32","5,170.71","5,179.17","5,094.26","","-1.32%"
"03/07/2022","5,170.71","5,161.52","5,193.44","5,147.60","","0.18%"
"03/04/2022","5,161.52","5,281.15","5,281.64","5,058.53","","-2.27%"
"03/03/2022","5,281.15","5,298.35","5,298.35","5,265.66","","-0.32%"
"03/02/2022","5,298.35","5,268.51","5,312.09","5,268.47","","0.57%"
"02/25/2022","5,268.47","5,347.64","5,347.64","5,264.82","","-1.48%"
"02/24/2022","5,347.64","5,340.71","5,350.31","5,314.35","","0.13%"
"02/23/2022","5,340.71","5,349.20","5,355.04","5,329.20","","-0.16%"
"02/22/2022","5,349.20","5,394.85","5,412.14","5,345.28","","-0.85%"
"02/21/2022","5,394.85","5,409.36","5,423.50","5,394.85","","-0.27%"
"02/18/2022","5,409.36","5,416.69","5,498.19","5,391.29","","-0.14%"
"02/17/2022","5,416.69","5,427.28","5,427.28","5,303.57","","-0.20%"
"02/16/2022","5,427.28","5,437.40","5,469.18","5,404.01","","-0.19%"
"02/15/2022","5,437.40","5,453.15","5,461.92","5,357.13","","-0.29%"
"02/14/2022","5,453.15","5,495.23","5,517.40","5,441.78","","-0.77%"
"02/11/2022","5,495.23","5,548.38","5,552.86","5,479.31","","-0.96%"
"02/10/2022","5,548.38","5,521.08","5,564.38","5,456.24","","0.49%"
"02/09/2022","5,521.08","5,524.91","5,540.06","5,473.11","","-0.07%"
"02/08/2022","5,524.91","5,484.96","5,598.35","5,484.96","","0.73%"
"02/07/2022","5,484.96","5,377.83","5,486.66","5,377.83","","1.99%"
"02/04/2022","5,377.83","5,472.88","5,515.65","5,377.83","","-1.74%"
"02/03/2022","5,472.88","5,500.24","5,534.78","5,459.48","","-0.50%"
"02/02/2022","5,500.24","5,523.12","5,569.06","5,432.08","","-0.41%"
"02/01/2022","5,523.12","5,668.88","5,680.42","5,515.25","","-2.57%"
"01/31/2022","5,668.88","5,614.45","5,671.46","5,577.71","","0.97%"
"01/28/2022","5,614.45","5,559.46","5,614.45","5,533.27","","0.99%"
"01/27/2022","5,559.46","5,614.30","5,614.30","5,485.37","","-0.98%"
"01/26/2022","5,614.30","5,718.81","5,826.82","5,614.30","","-1.83%"
"01/25/2022","5,718.81","5,591.15","5,821.84","5,591.15","","2.28%"
"01/24/2022","5,591.15","5,740.09","5,771.64","5,577.13","","-2.59%"
"01/21/2022","5,740.09","5,708.07","5,768.64","5,708.07","","0.56%"
"01/20/2022","5,708.07","5,776.94","5,814.29","5,708.07","","-1.19%"
"01/19/2022","5,776.94","5,851.39","5,873.01","5,737.65","","-1.27%"
"01/18/2022","5,851.39","5,902.32","5,914.94","5,807.70","","-0.86%"
"01/14/2022","5,902.32","5,820.14","5,949.11","5,820.14","","1.41%"
"01/13/2022","5,820.14","5,832.84","5,853.64","5,803.12","","-0.22%"
"01/12/2022","5,832.84","5,871.62","5,881.86","5,781.97","","-0.66%"
"01/11/2022","5,871.62","5,892.89","5,903.69","5,846.60","","-0.36%"
"01/07/2022","5,892.89","5,853.44","5,918.48","5,853.44","","0.67%"
"01/06/2022","5,853.44","5,853.90","5,975.56","5,853.44","","-0.01%"
"01/05/2022","5,853.90","5,857.58","5,900.32","5,853.90","","-0.06%"
"01/04/2022","5,857.58","5,782.21","5,858.28","5,782.21","","1.30%"
"01/03/2022","5,782.21","5,918.68","5,944.17","5,782.21","","-2.31%"
"12/30/2021","5,918.68","5,760.35","5,935.45","5,760.35","","2.75%"
"12/29/2021","5,760.35","5,805.54","5,845.83","5,760.35","","-0.78%"
"12/28/2021","5,805.54","5,801.18","5,861.42","5,800.76","","0.08%"
"12/27/2021","5,801.18","5,742.83","5,802.76","5,742.83","","1.02%"
"12/23/2021","5,742.83","5,710.30","5,742.83","5,647.23","","0.57%"
"12/22/2021","5,710.30","5,629.81","5,710.30","5,527.17","","1.43%"
"12/21/2021","5,629.81","5,661.26","5,689.68","5,628.05","","-0.56%"
"12/20/2021","5,661.26","5,713.36","5,713.36","5,575.70","","-0.91%"
